#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520425576599639808,0.5734942521,0.4176445856,1.1776926574,0.9274864576,0.1624070483,-0.0791779912,-0.3272975211
1520425576607972808,0.5767251627,0.4162509010,1.1775301354,0.9279095304,0.1635249570,-0.0668949980,-0.3282812074
1520425576616305808,0.5801133775,0.4148068021,1.1777636217,0.9281721711,0.1635033205,-0.0544729087,-0.3298420640
1520425576624639808,0.5830152913,0.4130103218,1.1782274723,0.9291818191,0.1623555775,-0.0396115163,-0.3296858221
1520425576632972808,0.5862662726,0.4115185534,1.1783387488,0.9295687764,0.1620534362,-0.0263345205,-0.3300713055
1520425576641306808,0.5902331624,0.4097050576,1.1784228619,0.9299760714,0.1614879165,-0.0147017146,-0.3299242625
1520425576649639808,0.5936227183,0.4075301871,1.1789123554,0.9310143315,0.1590704458,-0.0007419296,-0.3284940749
1520425576657972808,0.5971800481,0.4057411914,1.1792993810,0.9315900739,0.1575550737,0.0128581417,-0.3273392754
1520425576666305808,0.6011042350,0.4039860299,1.1792853131,0.9318848564,0.1563991391,0.0242135948,-0.3264102106
1520425576674639808,0.6046194790,0.4019494691,1.1798362424,0.9326225507,0.1538043838,0.0384291449,-0.3241644493
1520425576682972808,0.6085719382,0.3996615517,1.1803686764,0.9336557913,0.1500728915,0.0508956241,-0.3212080729
1520425576691306808,0.6127214017,0.3975277461,1.1806863120,0.9342074352,0.1480088214,0.0634515173,-0.3183139359
1520425576699639808,0.6169586372,0.3953837534,1.1811005934,0.9348237329,0.1453065457,0.0754611468,-0.3151130138
1520425576707972808,0.6212240442,0.3932449037,1.1814893761,0.9353774797,0.1424850420,0.0871593803,-0.3117213912
1520425576716306808,0.6256630472,0.3910395746,1.1818914606,0.9359769747,0.1394142083,0.0984061834,-0.3079399363
1520425576724639808,0.6301105365,0.3889865791,1.1822715615,0.9365263029,0.1369920410,0.1101353703,-0.3033510588
1520425576732972808,0.6345503413,0.3870524203,1.1824276923,0.9368738821,0.1352429607,0.1205882369,-0.2990570979
1520425576741305808,0.6393527161,0.3849797605,1.1827302425,0.9375413988,0.1326923231,0.1305999833,-0.2938579883
1520425576749639808,0.6442236448,0.3829661386,1.1831022909,0.9383973832,0.1298615601,0.1399450525,-0.2880307426
1520425576757972808,0.6491921470,0.3808816402,1.1834071218,0.9391222210,0.1270916835,0.1492493932,-0.2821733096
1520425576766306808,0.6542131528,0.3788501670,1.1836859768,0.9399181681,0.1244981159,0.1579093158,-0.2758961841
1520425576774639808,0.6594245196,0.3766462597,1.1839389499,0.9407979419,0.1216350990,0.1658308972,-0.2694517560
1520425576782972808,0.6645677387,0.3748963315,1.1839767191,0.9415919825,0.1201839723,0.1733591178,-0.2625013669
1520425576791305808,0.6699576299,0.3725787412,1.1841781485,0.9429023700,0.1167449337,0.1800646613,-0.2547203542
1520425576799639808,0.6754013589,0.3706762421,1.1843237570,0.9439082548,0.1148490673,0.1868609315,-0.2468398075
1520425576807972808,0.6808581455,0.3685584627,1.1843727145,0.9450497804,0.1126389599,0.1928517171,-0.2387500628
1520425576816306808,0.6864237542,0.3664049803,1.1844402751,0.9465232949,0.1092211074,0.1985372744,-0.2296679183
1520425576824639808,0.6919507615,0.3644597315,1.1845047206,0.9477643487,0.1071082636,0.2035506217,-0.2209925421
1520425576832972808,0.6977067326,0.3622580836,1.1846899387,0.9493133473,0.1040584342,0.2075528526,-0.2118910669
1520425576841306808,0.7034806493,0.3603340942,1.1847633337,0.9508977150,0.1014060286,0.2108285499,-0.2026368071
1520425576849639808,0.7093652635,0.3584758732,1.1848112941,0.9525722904,0.0988271821,0.2134869685,-0.1930350590
1520425576857972808,0.7151970421,0.3568772681,1.1847608508,0.9541369290,0.0967651755,0.2156635502,-0.1837075247
1520425576866305808,0.7211095320,0.3552611561,1.1847755760,0.9557091820,0.0951454463,0.2173576790,-0.1741348409
1520425576874639808,0.7270177344,0.3536245047,1.1848096561,0.9573493640,0.0929639885,0.2183594806,-0.1647999675
1520425576882972808,0.7329105743,0.3519786157,1.1850431657,0.9589903516,0.0907357985,0.2192975158,-0.1549616727
1520425576891306808,0.7387357565,0.3505382710,1.1850745273,0.9605712177,0.0886137376,0.2195657515,-0.1457443723
1520425576899639808,0.7445193504,0.3492463265,1.1850430115,0.9621487338,0.0862496601,0.2191576864,-0.1371157126
1520425576907972808,0.7504975736,0.3479481958,1.1851800935,0.9638261153,0.0843949145,0.2181739926,-0.1277373352
1520425576916305808,0.7565085175,0.3464923352,1.1854797041,0.9655775743,0.0813152053,0.2170946514,-0.1179732926
1520425576924639808,0.7625598518,0.3454017950,1.1856769708,0.9674184824,0.0789142905,0.2147172266,-0.1084920613
1520425576932972808,0.7683801514,0.3442496004,1.1857737194,0.9691989884,0.0763489800,0.2121189717,-0.0991448228
1520425576941306808,0.7742133469,0.3432847681,1.1859276268,0.9709480756,0.0743698617,0.2088803125,-0.0899887389
1520425576949639808,0.7799452205,0.3422488459,1.1860940959,0.9727151248,0.0721413422,0.2050087896,-0.0811930353
1520425576957972808,0.7857921767,0.3414908898,1.1863206694,0.9744897742,0.0701694009,0.2003527344,-0.0728334877
1520425576966306808,0.7914522984,0.3408942246,1.1865127222,0.9760721006,0.0688762918,0.1959467022,-0.0643754669
1520425576974639808,0.7970732970,0.3402091853,1.1869092760,0.9777221748,0.0666288884,0.1908742120,-0.0564533021
1520425576982972808,0.8026236293,0.3396892257,1.1872400384,0.9792071924,0.0650655177,0.1859159600,-0.0485284301
1520425576991305808,0.8083191800,0.3389282282,1.1877412243,0.9809605304,0.0609281607,0.1796441035,-0.0416196243
1520425576999639808,0.8136962700,0.3383717947,1.1882902263,0.9823743883,0.0584182959,0.1742908462,-0.0339199778
1520425577007972808,0.8190075466,0.3379498053,1.1889601932,0.9837441862,0.0557807420,0.1685644446,-0.0268684393
1520425577016306808,0.8242761357,0.3376082783,1.1895841852,0.9850407176,0.0537527093,0.1624934376,-0.0200328158
1520425577024639808,0.8294627689,0.3374413042,1.1902274393,0.9862697916,0.0514568664,0.1563946707,-0.0128372874
1520425577032972808,0.8346093205,0.3371892152,1.1909782500,0.9874225359,0.0497496782,0.1499434651,-0.0062179043
1520425577041305808,0.8396389388,0.3369963779,1.1917411610,0.9885484723,0.0475712272,0.1432087570,0.0003848821
1520425577049639808,0.8445540179,0.3369047445,1.1924615346,0.9896160586,0.0458487282,0.1360759448,0.0064255688
1520425577057972808,0.8494641836,0.3365468312,1.1933449261,0.9907578827,0.0426923658,0.1281451087,0.0124503350
1520425577066306808,0.8543181672,0.3364016339,1.1941815468,0.9917984395,0.0401621113,0.1200000414,0.0179680327
1520425577074639808,0.8589772970,0.3363420893,1.1950007044,0.9926591221,0.0379657568,0.1123028246,0.0239696503
1520425577082972808,0.8633963768,0.3364899543,1.1957601904,0.9934408342,0.0369203297,0.1042900155,0.0289100493
1520425577091306808,0.8680777587,0.3362408346,1.1968896650,0.9943214206,0.0340226875,0.0951025257,0.0335093847
1520425577099639808,0.8725677926,0.3361504635,1.1980192237,0.9950490618,0.0305783917,0.0863270531,0.0386000837
1520425577107972808,0.8767614620,0.3362869432,1.1990481620,0.9956221272,0.0287145145,0.0778372479,0.0430513573
1520425577116305808,0.8808841221,0.3365449583,1.2000223319,0.9960913762,0.0256772531,0.0692967117,0.0483799003
1520425577124639808,0.8850810171,0.3366310247,1.2011651470,0.9966010270,0.0225871274,0.0595070331,0.0522984482
1520425577132972808,0.8890717208,0.3366387365,1.2023356266,0.9969901750,0.0196723620,0.0496992413,0.0561566968
1520425577141306808,0.8931718202,0.3365846393,1.2036795106,0.9973520649,0.0159477459,0.0386985626,0.0594722571
1520425577149639808,0.8968654283,0.3368427007,1.2047774073,0.9975368144,0.0137870533,0.0289438298,0.0623897086
1520425577157972808,0.9005220966,0.3367669764,1.2061988234,0.9975958408,0.0110089994,0.0184781532,0.0658779036
1520425577166305808,0.9042379540,0.3367191233,1.2074289490,0.9976906475,0.0060413060,0.0074631389,0.0672396919
1520425577174639808,0.9075867876,0.3369628351,1.2084658695,0.9976049132,0.0031513384,-0.0028295493,0.0690398423
1520425577182972808,0.9108267893,0.3371877185,1.2095753317,0.9974442211,0.0007775483,-0.0131309768,0.0702281899
1520425577191306808,0.9139720966,0.3374344224,1.2107027706,0.9972209151,-0.0013072655,-0.0234108106,0.0707154259
1520425577199639808,0.9170414953,0.3378215589,1.2117077870,0.9969007100,-0.0034969139,-0.0336710273,0.0710141390
1520425577207972808,0.9203240330,0.3380094748,1.2126488356,0.9964259943,-0.0058343485,-0.0450490013,0.0712164716
1520425577216306808,0.9234720361,0.3385939407,1.2136719055,0.9959734398,-0.0059650627,-0.0565568313,0.0693011554
1520425577224639808,0.9262135230,0.3389582102,1.2146583397,0.9954319609,-0.0073407643,-0.0666590379,0.0679551112
1520425577232972808,0.9289807511,0.3392311218,1.2156138707,0.9947823671,-0.0089453939,-0.0769042751,0.0664360936
1520425577241305808,0.9316459058,0.3395949013,1.2165354873,0.9940355371,-0.0111056683,-0.0870121145,0.0647989736
1520425577249639808,0.9339687766,0.3397766542,1.2174100224,0.9932937707,-0.0146121868,-0.0957149469,0.0631871663
1520425577257972808,0.9363921147,0.3404037327,1.2181639627,0.9925340531,-0.0158972150,-0.1054859244,0.0591282656
1520425577266306808,0.9387292393,0.3407475849,1.2189184488,0.9916783605,-0.0174507256,-0.1146059466,0.0559908795
1520425577274639808,0.9410649438,0.3411893706,1.2195908110,0.9908288309,-0.0187374771,-0.1235228836,0.0514706906
1520425577282972808,0.9431942298,0.3416329985,1.2201381988,0.9900172264,-0.0197124176,-0.1317980552,0.0458975459
1520425577291305808,0.9451914303,0.3420600510,1.2206657509,0.9892014015,-0.0203938054,-0.1394537425,0.0402160877
1520425577299639808,0.9472822401,0.3424466633,1.2211574023,0.9882785725,-0.0211821055,-0.1474023130,0.0336056483
1520425577307972808,0.9492041476,0.3429345376,1.2215272876,0.9874048117,-0.0212665892,-0.1544493020,0.0269236519
1520425577316306808,0.9511282048,0.3433340532,1.2220208648,0.9864476281,-0.0225368109,-0.1612888550,0.0199768458
1520425577324639808,0.9526564689,0.3440430558,1.2222369495,0.9856465366,-0.0214751917,-0.1670941649,0.0109206734
1520425577332972808,0.9546081796,0.3442926023,1.2224943282,0.9846210565,-0.0220684243,-0.1732527732,0.0042233153
1520425577341306808,0.9563234626,0.3447856175,1.2226580356,0.9835911724,-0.0221737119,-0.1790010135,-0.0039203681
1520425577349639808,0.9580661274,0.3453406584,1.2228234705,0.9825401490,-0.0219135944,-0.1843419353,-0.0123572153
1520425577357972808,0.9597891232,0.3459101950,1.2229403702,0.9814601494,-0.0216109561,-0.1892494715,-0.0212973984
1520425577366305808,0.9615234127,0.3464201775,1.2230659002,0.9803012917,-0.0213542142,-0.1940240839,-0.0301335331
1520425577374639808,0.9629956231,0.3470959753,1.2231102076,0.9791428535,-0.0209137120,-0.1982272603,-0.0393426277
1520425577382972808,0.9648223178,0.3477292378,1.2231309688,0.9777216989,-0.0204949738,-0.2032940589,-0.0480807769
1520425577391306808,0.9665061912,0.3484405840,1.2231168373,0.9762841417,-0.0198601726,-0.2077177277,-0.0576905006
1520425577399639808,0.9681516918,0.3493622246,1.2227923853,0.9750434497,-0.0184877449,-0.2110076101,-0.0665151330
1520425577407972808,0.9698125541,0.3502167922,1.2226342988,0.9735503368,-0.0176816143,-0.2148452516,-0.0756876479
1520425577416305808,0.9715789837,0.3510765493,1.2224484805,0.9721197681,-0.0168978373,-0.2181472499,-0.0843172396
1520425577424639808,0.9733693463,0.3517405205,1.2224603870,0.9704778254,-0.0161973084,-0.2216932304,-0.0936084887
1520425577432972808,0.9749027913,0.3527094681,1.2220877024,0.9689365845,-0.0147101353,-0.2243563684,-0.1030035292
1520425577441306808,0.9765558354,0.3536313523,1.2217020110,0.9674388391,-0.0121998185,-0.2267644662,-0.1117637417
1520425577449639808,0.9780376628,0.3549394273,1.2210626034,0.9659849632,-0.0094803068,-0.2279769458,-0.1216950566
1520425577457972808,0.9800170028,0.3556267884,1.2206012841,0.9643804134,-0.0076901839,-0.2302615638,-0.1299649631
1520425577466306808,0.9816853883,0.3567742935,1.2201714012,0.9628719758,-0.0050840328,-0.2313836512,-0.1389723598
1520425577474639808,0.9831476398,0.3581256906,1.2195132795,0.9615030800,-0.0015034180,-0.2312742908,-0.1483973358
1520425577482972808,0.9849007355,0.3590596120,1.2191897993,0.9600865110,0.0019112426,-0.2315243097,-0.1569290688
1520425577491305808,0.9862599165,0.3607721920,1.2180590141,0.9588588448,0.0071741624,-0.2301467817,-0.1660442893
1520425577499639808,0.9879343292,0.3614592936,1.2177707411,0.9577935704,0.0090113669,-0.2286700342,-0.1739548428
1520425577507972808,0.9895282917,0.3629855204,1.2166715916,0.9564323790,0.0145029417,-0.2269217668,-0.1831209459
1520425577516306808,0.9910997548,0.3642586001,1.2157731237,0.9554085521,0.0193944535,-0.2241162201,-0.1912858429
1520425577524639808,0.9927406513,0.3654751567,1.2147928385,0.9543014071,0.0240246775,-0.2209556825,-0.1997754382
1520425577532972808,0.9943899513,0.3666618942,1.2138007860,0.9533261051,0.0299870639,-0.2176360753,-0.2071343815
1520425577541305808,0.9962020456,0.3678987635,1.2126128290,0.9523324294,0.0354396842,-0.2139852049,-0.2145164440
1520425577549639808,0.9977491713,0.3693805660,1.2113530107,0.9512901117,0.0416435445,-0.2094057635,-0.2224009100
1520425577557972808,0.9998754153,0.3706646624,1.2100916338,0.9497225210,0.0492118505,-0.2063811210,-0.2302436963
1520425577566306808,1.0008734448,0.3718640446,1.2091028784,0.9495929923,0.0534569584,-0.1988373084,-0.2363878748
1520425577574639808,1.0025602630,0.3733183161,1.2079220704,0.9482406848,0.0609975541,-0.1938910201,-0.2439778156
1520425577582972808,1.0041946822,0.3749630235,1.2066837751,0.9471053988,0.0681130309,-0.1882243024,-0.2508457505
1520425577591306808,1.0059100954,0.3757801730,1.2056282047,0.9465102001,0.0734518273,-0.1823716164,-0.2558590700
1520425577599639808,1.0075852709,0.3769605447,1.2044765445,0.9456271612,0.0795725191,-0.1763122042,-0.2614794310
1520425577607972808,1.0090822339,0.3780689020,1.2035191512,0.9447126965,0.0856437109,-0.1692715083,-0.2674513644
1520425577616305808,1.0106383652,0.3796004789,1.2021646979,0.9435435581,0.0931543442,-0.1624283089,-0.2732487267
1520425577624639808,1.0123915854,0.3807668911,1.2011016408,0.9425440936,0.0998008403,-0.1556275882,-0.2782633243
1520425577632972808,1.0146197086,0.3815556894,1.2003262675,0.9416917575,0.1052809941,-0.1496459629,-0.2823802965
1520425577641306808,1.0164341195,0.3826930391,1.1993490958,0.9410370462,0.1112700417,-0.1421086125,-0.2861352786
1520425577649639808,1.0174671518,0.3847290909,1.1978087158,0.9396403247,0.1193781786,-0.1332927142,-0.2916469837
1520425577657972808,1.0193587753,0.3855844747,1.1971359840,0.9389327769,0.1238359515,-0.1264632735,-0.2950880174
1520425577666305808,1.0215065696,0.3864869398,1.1963797599,0.9380186407,0.1292607515,-0.1201010306,-0.2983092862
1520425577674639808,1.0232149214,0.3876317733,1.1956180955,0.9371556182,0.1343283370,-0.1123305851,-0.3017898025
1520425577682972808,1.0250917521,0.3886943711,1.1950487289,0.9364915695,0.1390774789,-0.1044564217,-0.3045157650
1520425577691306808,1.0269137205,0.3897311953,1.1944460108,0.9358246144,0.1434795007,-0.0965039570,-0.3071366313
1520425577699639808,1.0292912550,0.3905121364,1.1938801112,0.9350246837,0.1479279150,-0.0901441838,-0.3093868114
1520425577707972808,1.0309865255,0.3915522693,1.1933813937,0.9345962346,0.1515472797,-0.0818431647,-0.3112314199
1520425577716306808,1.0332489467,0.3921914281,1.1930745656,0.9342987665,0.1546290216,-0.0743058309,-0.3124969184
1520425577724639808,1.0351274118,0.3930038235,1.1927359979,0.9342613074,0.1568101859,-0.0660023678,-0.3133848473
1520425577732972808,1.0370573037,0.3938828533,1.1924239824,0.9340890257,0.1592583855,-0.0575751057,-0.3143239823
1520425577741305808,1.0393783699,0.3944805972,1.1922932862,0.9339582658,0.1610908328,-0.0498176038,-0.3151030113
1520425577749639808,1.0415075811,0.3953368878,1.1921362265,0.9340037703,0.1632486276,-0.0411944761,-0.3151029321
1520425577757972808,1.0435164877,0.3958069258,1.1920445574,0.9344958785,0.1635921512,-0.0319096561,-0.3145422626
1520425577766306808,1.0457915791,0.3962985710,1.1921068861,0.9346963885,0.1644766448,-0.0237669625,-0.3142057067
1520425577774639808,1.0480702815,0.3969153118,1.1921367292,0.9350149543,0.1654030957,-0.0148540439,-0.3133180628
1520425577782972808,1.0496200512,0.3971012571,1.1920916295,0.9363560698,0.1629710032,-0.0044760250,-0.3108982598
1520425577791305808,1.0517577572,0.3974890214,1.1920495891,0.9366977838,0.1632802498,0.0046886881,-0.3097012078
1520425577799639808,1.0540801599,0.3976983546,1.1921302313,0.9375392218,0.1622142973,0.0139766412,-0.3074270365
1520425577807972808,1.0566515823,0.3977506907,1.1921484935,0.9377336465,0.1623049852,0.0224258890,-0.3062838219
1520425577816306808,1.0585358707,0.3979997270,1.1920908819,0.9384280145,0.1610560121,0.0330037058,-0.3038495975
1520425577824639808,1.0610659625,0.3978128802,1.1921882466,0.9388464366,0.1606204342,0.0423987148,-0.3016136494
1520425577832972808,1.0633729866,0.3975853222,1.1920944094,0.9397238602,0.1592767842,0.0516709365,-0.2981276353
1520425577841306808,1.0658779780,0.3971748255,1.1922484610,0.9405514902,0.1578124781,0.0614135251,-0.2944257036
1520425577849639808,1.0687113097,0.3975020902,1.1922263253,0.9402692187,0.1596405647,0.0700629803,-0.2924036001
1520425577857972808,1.0711513709,0.3970116585,1.1923405741,0.9407876536,0.1585357250,0.0794651811,-0.2889122699
1520425577866305808,1.0734900149,0.3965245048,1.1920365875,0.9415019727,0.1568556257,0.0887499519,-0.2847697212
1520425577874639808,1.0759959708,0.3960306465,1.1920776309,0.9423325465,0.1549860445,0.0980607725,-0.2799513936
1520425577882972808,1.0785545965,0.3956886342,1.1918433667,0.9427117407,0.1550312367,0.1064359622,-0.2755563019
1520425577891306808,1.0810716325,0.3950077347,1.1917183321,0.9437999921,0.1523335724,0.1153488320,-0.2696863079
1520425577899639808,1.0837103086,0.3945270933,1.1914481017,0.9442385451,0.1522702073,0.1235783545,-0.2644914822
1520425577907972808,1.0865392240,0.3936926472,1.1913570788,0.9451059300,0.1506142550,0.1309329660,-0.2587405761
1520425577916305808,1.0895072924,0.3927969939,1.1911413860,0.9457596240,0.1491040285,0.1383579908,-0.2533057216
1520425577924639808,1.0920015429,0.3922006349,1.1909271824,0.9466792677,0.1476339335,0.1478142566,-0.2452621687
1520425577932972808,1.0948336322,0.3914438062,1.1905462840,0.9473444010,0.1469965366,0.1542377854,-0.2390424853
1520425577941306808,1.0982185539,0.3904059688,1.1902986271,0.9488048781,0.1452879440,0.1601284287,-0.2302598598
1520425577949639808,1.1011974494,0.3896278354,1.1899474967,0.9495453423,0.1442745127,0.1664184764,-0.2232787466
1520425577957972808,1.1040720414,0.3888768126,1.1896017611,0.9503194021,0.1432546642,0.1728285838,-0.2156418694
1520425577966306808,1.1069013814,0.3878058101,1.1889610568,0.9509031429,0.1423876532,0.1789106780,-0.2085663882
1520425577974639808,1.1100395370,0.3868991846,1.1885669428,0.9518358069,0.1409974301,0.1840153939,-0.2006655334
1520425577982972808,1.1132436891,0.3859607313,1.1880773733,0.9526900746,0.1400415946,0.1893230207,-0.1921633870
1520425577991305808,1.1166819242,0.3848460889,1.1876062035,0.9535740884,0.1390946531,0.1936834077,-0.1839452988
1520425577999639808,1.1200787368,0.3835275041,1.1874166152,0.9545158328,0.1373626437,0.1988131494,-0.1746549758
1520425578007972808,1.1233433122,0.3825980297,1.1868558919,0.9553512045,0.1362713129,0.2029594590,-0.1659568114
1520425578016306808,1.1266751295,0.3816267997,1.1862793069,0.9562445240,0.1351209377,0.2067410070,-0.1568339842
1520425578024639808,1.1302066309,0.3804512201,1.1857250408,0.9572640969,0.1334193838,0.2098887988,-0.1476191349
1520425578032972808,1.1337358535,0.3791289843,1.1853323287,0.9584987894,0.1307613040,0.2120675363,-0.1385962198
1520425578041305808,1.1371349575,0.3780229224,1.1848267143,0.9594901720,0.1291155194,0.2145030231,-0.1292139526
1520425578049639808,1.1405762813,0.3769190327,1.1843793665,0.9604825695,0.1271325990,0.2165618164,-0.1200479723
1520425578057972808,1.1441454811,0.3758545200,1.1839947084,0.9615640855,0.1251408509,0.2178289146,-0.1108370011
1520425578066306808,1.1475577218,0.3747728225,1.1835061274,0.9625154452,0.1232518390,0.2191410645,-0.1017359124
1520425578074639808,1.1511531190,0.3733701795,1.1832635668,0.9638270333,0.1199094815,0.2193222991,-0.0925034877
1520425578082972808,1.1546590417,0.3724030081,1.1828432803,0.9649316558,0.1180728614,0.2188452353,-0.0840979318
1520425578091306808,1.1585797066,0.3705558010,1.1827565236,0.9668784022,0.1118275717,0.2167698492,-0.0751770051
1520425578099639808,1.1620203434,0.3695184745,1.1822356054,0.9679498388,0.1093751819,0.2162510194,-0.0659217390
1520425578107972808,1.1657416930,0.3681017921,1.1821629288,0.9693482625,0.1057539303,0.2142743934,-0.0571536225
1520425578116305808,1.1693033746,0.3668229381,1.1819270861,0.9703438123,0.1040710155,0.2128150659,-0.0480817780
1520425578124639808,1.1728232684,0.3658914458,1.1815661323,0.9714311310,0.1028845931,0.2099523344,-0.0406981032
1520425578132972808,1.1762447374,0.3648580631,1.1811143866,0.9725382060,0.1005549082,0.2074121055,-0.0322237005
1520425578141306808,1.1796863423,0.3633876165,1.1809318375,0.9737443517,0.0975215654,0.2042398722,-0.0244449659
1520425578149639808,1.1831200778,0.3622715085,1.1807551653,0.9746333513,0.0983254733,0.2003106435,-0.0172504481
1520425578157972808,1.1862465369,0.3610237533,1.1805608020,0.9757271730,0.0972233675,0.1959565050,-0.0102542130
1520425578166305808,1.1899661222,0.3597911064,1.1805211330,0.9771391440,0.0961071480,0.1895987603,-0.0038496154
1520425578174639808,1.1934497284,0.3577615267,1.1807323752,0.9788965823,0.0886297258,0.1840779990,0.0046414590
1520425578182972808,1.1966538740,0.3565229074,1.1806981524,0.9800745500,0.0869278408,0.1782424115,0.0112725194
1520425578191306808,1.2001241207,0.3549354402,1.1810117922,0.9815890142,0.0835211794,0.1708815138,0.0175136533
1520425578199639808,1.2031316648,0.3537217490,1.1810230899,0.9827558701,0.0814278967,0.1642895369,0.0238609598
1520425578207972808,1.2062133124,0.3523950394,1.1812495225,0.9841298209,0.0794814773,0.1560302407,0.0287359418
1520425578216306808,1.2093339018,0.3508829786,1.1817084617,0.9853703917,0.0769095337,0.1482309817,0.0340248574
1520425578224639808,1.2123018203,0.3495158220,1.1819525175,0.9862146161,0.0738413581,0.1422259545,0.0412306044
1520425578232972808,1.2151270362,0.3484020201,1.1822643820,0.9869078584,0.0739489897,0.1356936039,0.0461700324
1520425578241305808,1.2178286818,0.3470556270,1.1827023502,0.9880552353,0.0716367793,0.1268327459,0.0502839775
1520425578249639808,1.2208924754,0.3450039443,1.1837777010,0.9895047123,0.0662156952,0.1165233101,0.0540205907
1520425578257972808,1.2232642975,0.3437434686,1.1841354941,0.9902410785,0.0651665272,0.1083894454,0.0585462066
1520425578266306808,1.2258839583,0.3419540249,1.1850875403,0.9913775673,0.0618482610,0.0980454897,0.0610933190
1520425578274639808,1.2283337840,0.3403264760,1.1858015553,0.9919658615,0.0602423762,0.0901966216,0.0651087954
1520425578282972808,1.2302459485,0.3388681540,1.1863028053,0.9929420423,0.0568835177,0.0798043835,0.0667954066
1520425578291305808,1.2323149331,0.3376713243,1.1867155841,0.9935480037,0.0556385870,0.0703406702,0.0694183131
1520425578299639808,1.2336361608,0.3362433604,1.1872086696,0.9940192212,0.0543913266,0.0621024005,0.0714889040
1520425578307972808,1.2353419563,0.3347022315,1.1878977737,0.9946686237,0.0523287609,0.0519015695,0.0721266722
1520425578316306808,1.2380344952,0.3316981330,1.1897901666,0.9959861554,0.0430593822,0.0359803005,0.0697343945
1520425578324639808,1.2391796011,0.3302046006,1.1904772001,0.9964118926,0.0406147816,0.0256991445,0.0696658730
1520425578332972808,1.2398048136,0.3293196048,1.1907271998,0.9962995366,0.0416843228,0.0191970993,0.0726713291
1520425578341306808,1.2407514508,0.3273306458,1.1917153757,0.9967689533,0.0377549696,0.0074631800,0.0705018937
1520425578349639808,1.2417768372,0.3252828699,1.1924626797,0.9970517528,0.0310127965,-0.0042683853,0.0700556178
1520425578357972808,1.2422921162,0.3236584008,1.1931425198,0.9971448141,0.0275574622,-0.0158615357,0.0684924637
1520425578366305808,1.2426741189,0.3219948364,1.1939342457,0.9971375755,0.0236624024,-0.0274477882,0.0663578571
1520425578374639808,1.2429279073,0.3203261173,1.1946699386,0.9969825440,0.0202016042,-0.0387199792,0.0641752699
1520425578382972808,1.2432197205,0.3184056222,1.1956868935,0.9966415812,0.0149817241,-0.0501756744,0.0629563992
1520425578391306808,1.2429688465,0.3172216117,1.1961633874,0.9962259916,0.0126009329,-0.0621226630,0.0592938851
1520425578399639808,1.2429237893,0.3155867979,1.1969914517,0.9956706577,0.0096517423,-0.0728463397,0.0569227203
1520425578407972808,1.2428984952,0.3139776161,1.1976912561,0.9949335785,0.0061173831,-0.0841634544,0.0546467280
1520425578416305808,1.2418526884,0.3129302595,1.1981553179,0.9942831777,0.0037927369,-0.0938023223,0.0508694613
1520425578424639808,1.2414533366,0.3107544776,1.1993076466,0.9933373033,-0.0026280168,-0.1046656026,0.0481581456
1520425578432972808,1.2406327367,0.3094984152,1.1994642865,0.9923528598,-0.0048580543,-0.1146862974,0.0453790054
1520425578441306808,1.2397444840,0.3077357825,1.2001861065,0.9913169691,-0.0084537879,-0.1245450876,0.0413245858
1520425578449639808,1.2385261831,0.3062535969,1.2004585826,0.9902389507,-0.0109368127,-0.1338502824,0.0373002497
1520425578457972808,1.2370464249,0.3048786746,1.2006691456,0.9892936613,-0.0126062787,-0.1414100891,0.0337982274
1520425578466306808,1.2353480887,0.3035310954,1.2006836512,0.9882885621,-0.0137289637,-0.1490824659,0.0295237511
1520425578474639808,1.2337092620,0.3018811869,1.2008568346,0.9871901444,-0.0157120844,-0.1568455532,0.0246621482
1520425578482972808,1.2319513506,0.2998820060,1.2009474281,0.9860717290,-0.0186765224,-0.1641911900,0.0188410689
1520425578491305808,1.2298878555,0.2982618415,1.2008291296,0.9850023922,-0.0199395573,-0.1708671461,0.0133086347
1520425578499639808,1.2276680266,0.2967064101,1.2005656338,0.9839012891,-0.0207667469,-0.1773747166,0.0067234938
1520425578507972808,1.2253746325,0.2948713585,1.2003578569,0.9829743741,-0.0215772994,-0.1824676672,0.0011620804
1520425578516306808,1.2227809903,0.2931789426,1.1999535455,0.9819644340,-0.0226966894,-0.1876210065,-0.0053915323
1520425578524639808,1.2206200575,0.2913268381,1.1999027772,0.9808527892,-0.0235345883,-0.1929439835,-0.0121057109
1520425578532972808,1.2177651929,0.2894854512,1.1993766239,0.9800266049,-0.0250676732,-0.1965344895,-0.0171365065
1520425578541305808,1.2150453936,0.2878803159,1.1988067776,0.9787422200,-0.0245910420,-0.2021071095,-0.0247318357
1520425578549639808,1.2121491878,0.2860660008,1.1980595370,0.9779489443,-0.0257770941,-0.2049804689,-0.0305681377
1520425578557972808,1.2089269829,0.2845592702,1.1972750832,0.9769571254,-0.0251752943,-0.2083003846,-0.0391398707
1520425578566306808,1.2057296313,0.2827180815,1.1963999160,0.9758920806,-0.0262725805,-0.2117518404,-0.0458863439
1520425578574639808,1.2026891460,0.2809863205,1.1957888350,0.9746886860,-0.0261723148,-0.2156452002,-0.0528594636
